Monochromator Step - Photons	Photons (cps) - Photons	Monochromator Step - Plot 1	Photons (cps) - Plot 1
4357	4200	4357	4200
4358	43540	4358	43540
4359	38930	4359	38930
4360	3830	4360	3830
4361	22450	4361	22450
4362	19440	4362	19440
4363	230	4363	230
4364	300	4364	300
4365	7870	4365	7870
4366	18160	4366	18160
4367	18380	4367	18380
4368	19630	4368	19630
4369	32860	4369	32860
4370	27520	4370	27520
4371	12700	4371	12700
4372	8500	4372	8500
4373	24740	4373	24740
4374	36820	4374	36820
4375	13320	4375	13320
4376	27780	4376	27780
4377	56030	4377	56030
4378	47490	4378	47490
4379	54550	4379	54550
4380	15240	4380	15240
4381	52910	4381	52910
4382	67110	4382	67110
4383	39510	4383	39510
4384	59640	4384	59640
4385	13690	4385	13690
4386	70720	4386	70720
4387	35780	4387	35780
4388	8530	4388	8530
4389	121910	4389	121910
4390	15490	4390	15490
4391	20870	4391	20870
4392	15960	4392	15960
4393	39050	4393	39050
4394	30240	4394	30240
4395	21540	4395	21540
4396	15010	4396	15010
4397	23880	4397	23880
4398	11940	4398	11940
4399	13790	4399	13790
4400	38130	4400	38130
4401	19350	4401	19350
4402	24060	4402	24060
4403	54430	4403	54430
4404	7960	4404	7960
4405	30230	4405	30230
4406	19220	4406	19220
4407	460	4407	460
4408	21940	4408	21940
4409	320	4409	320
4410	6250	4410	6250
4411	20400	4411	20400
4412	26610	4412	26610
4413	15860	4413	15860
4414	18790	4414	18790
4415	18760	4415	18760
4416	23270	4416	23270
4417	12530	4417	12530
4418	15610	4418	15610
4419	4980	4419	4980
4420	20860	4420	20860
4421	12440	4421	12440
4422	4020	4422	4020
4423	18680	4423	18680
4424	26380	4424	26380
4425	14650	4425	14650
4426	13420	4426	13420
4427	11710	4427	11710
4428	8040	4428	8040
4429	9550	4429	9550
4430	20870	4430	20870
4431	8940	4431	8940
4432	9450	4432	9450
4433	12560	4433	12560
4434	6960	4434	6960
4435	29570	4435	29570
4436	13200	4436	13200
4437	14830	4437	14830
4438	11080	4438	11080
4439	14370	4439	14370
4440	21640	4440	21640
4441	9730	4441	9730
4442	12050	4442	12050
4443	18580	4443	18580
4444	19720	4444	19720
4445	5000	4445	5000
4446	6260	4446	6260
4447	12140	4447	12140
4448	20330	4448	20330
4449	13000	4449	13000
4450	850	4450	850
4451	18440	4451	18440
4452	6880	4452	6880
4453	20270	4453	20270
4454	13360	4454	13360
4455	7090	4455	7090
4456	4890	4456	4890
4457	12650	4457	12650
4458	5010	4458	5010
4459	11520	4459	11520
4460	14350	4460	14350
4461	8890	4461	8890
4462	8730	4462	8730
4463	11330	4463	11330
4464	2490	4464	2490
4465	5400	4465	5400
4466	13200	4466	13200
4467	14970	4467	14970
4468	3570	4468	3570
4469	13530	4469	13530
4470	7260	4470	7260
4471	14040	4471	14040
4472	3970	4472	3970
4473	14420	4473	14420
4474	10130	4474	10130
4475	11570	4475	11570
4476	9810	4476	9810
4477	4230	4477	4230
4478	4110	4478	4110
4479	10220	4479	10220
4480	9580	4480	9580
4481	6590	4481	6590
4482	5850	4482	5850
4483	6630	4483	6630
4484	6660	4484	6660
4485	7480	4485	7480
4486	12410	4486	12410
4487	10340	4487	10340
4488	11700	4488	11700
4489	6510	4489	6510
4490	5420	4490	5420
4491	8380	4491	8380
4492	2890	4492	2890
4493	3650	4493	3650
4494	2240	4494	2240
4495	8130	4495	8130
4496	4420	4496	4420
4497	9840	4497	9840
4498	7450	4498	7450
4499	8660	4499	8660
4500	5390	4500	5390
4501	4180	4501	4180
4502	10430	4502	10430
4503	310	4503	310
4504	2590	4504	2590
4505	2750	4505	2750
4506	3300	4506	3300
4507	4970	4507	4970
4508	2290	4508	2290
4509	4380	4509	4380
4510	2760	4510	2760
4511	5480	4511	5480
4512	1320	4512	1320
4513	2470	4513	2470
4514	1670	4514	1670
4515	3630	4515	3630
4516	6130	4516	6130
4517	1820	4517	1820
4518	4720	4518	4720
4519	6260	4519	6260
4520	5010	4520	5010
4521	5040	4521	5040
4522	1730	4522	1730
4523	1590	4523	1590
4524	5560	4524	5560
4525	5690	4525	5690
4526	2710	4526	2710
4527	2220	4527	2220
4528	4520	4528	4520
4529	6090	4529	6090
4530	730	4530	730
4531	3050	4531	3050
4532	2900	4532	2900
4533	8060	4533	8060
4534	2770	4534	2770
4535	4250	4535	4250
4536	13430	4536	13430
4537	9200	4537	9200
4538	5460	4538	5460
4539	7190	4539	7190
4540	3440	4540	3440
4541	7500	4541	7500
4542	12960	4542	12960
4543	3120	4543	3120
4544	7680	4544	7680
4545	4790	4545	4790
4546	3440	4546	3440
4547	2900	4547	2900
4548	780	4548	780
4549	2490	4549	2490
4550	8240	4550	8240
4551	8030	4551	8030
4552	3180	4552	3180
4553	10160	4553	10160
4554	5520	4554	5520
4555	2130	4555	2130
4556	9300	4556	9300
4557	6700	4557	6700
4558	7100	4558	7100
4559	11540	4559	11540
4560	9460	4560	9460
4561	5420	4561	5420
4562	10450	4562	10450
4563	6610	4563	6610
4564	4060	4564	4060
4565	5830	4565	5830
4566	8660	4566	8660
4567	4390	4567	4390
4568	3220	4568	3220
4569	2670	4569	2670
4570	2770	4570	2770
4571	7310	4571	7310
4572	8510	4572	8510
4573	5210	4573	5210
4574	3430	4574	3430
4575	3060	4575	3060
4576	5030	4576	5030
4577	7160	4577	7160
4578	2480	4578	2480
4579	4290	4579	4290
4580	2480	4580	2480
4581	4080	4581	4080
4582	1790	4582	1790
4583	1950	4583	1950
4584	4880	4584	4880
4585	4340	4585	4340
4586	2140	4586	2140
4587	9190	4587	9190
4588	4350	4588	4350
4589	2540	4589	2540
4590	3260	4590	3260
4591	8070	4591	8070
4592	1730	4592	1730
4593	5120	4593	5120
4594	590	4594	590
4595	6060	4595	6060
4596	4430	4596	4430
4597	2750	4597	2750
4598	3780	4598	3780
4599	3760	4599	3760
4600	2880	4600	2880
4601	6410	4601	6410
4602	1830	4602	1830
4603	2930	4603	2930
4604	3780	4604	3780
4605	420	4605	420
4606	2270	4606	2270
4607	6280	4607	6280
4608	3630	4608	3630
4609	2160	4609	2160
4610	5620	4610	5620
4611	5820	4611	5820
4612	2790	4612	2790
4613	1490	4613	1490
4614	5680	4614	5680
4615	2500	4615	2500
4616	1660	4616	1660
4617	1990	4617	1990
4618	1360	4618	1360
4619	2900	4619	2900
4620	2130	4620	2130
4621	4240	4621	4240
4622	4610	4622	4610
4623	640	4623	640
4624	420	4624	420
4625	2170	4625	2170
4626	460	4626	460
4627	2510	4627	2510
4628	1240	4628	1240
4629	630	4629	630
4630	2050	4630	2050
4631	430	4631	430
4632	430	4632	430
4633	1160	4633	1160
4634	650	4634	650
4635	540	4635	540
4636	480	4636	480
4637	6720	4637	6720
4638	1760	4638	1760
4639	560	4639	560
4640	3440	4640	3440
4641	1330	4641	1330
4642	2380	4642	2380
4643	1960	4643	1960
4644	540	4644	540
4645	420	4645	420
4646	4860	4646	4860
4647	400	4647	400
4648	3120	4648	3120
4649	2720	4649	2720
4650	2860	4650	2860
4651	440	4651	440
4652	1880	4652	1880
4653	310	4653	310
4654	2230	4654	2230
4655	2570	4655	2570
4656	360	4656	360
4657	830	4657	830
4658	1340	4658	1340
4659	610	4659	610
4660	490	4660	490
4661	480	4661	480
4662	440	4662	440
4663	540	4663	540
4664	1800	4664	1800
4665	530	4665	530
4666	480	4666	480
4667	800	4667	800
4668	410	4668	410
4669	2780	4669	2780
4670	290	4670	290
4671	1130	4671	1130
4672	670	4672	670
4673	570	4673	570
4674	620	4674	620
4675	590	4675	590
4676	420	4676	420
4677	490	4677	490
4678	3820	4678	3820
4679	770	4679	770
4680	370	4680	370
4681	4660	4681	4660
4682	540	4682	540
4683	500	4683	500
4684	1070	4684	1070
4685	880	4685	880
4686	680	4686	680
4687	620	4687	620
4688	5780	4688	5780
4689	460	4689	460
4690	520	4690	520
4691	510	4691	510
4692	740	4692	740
4693	450	4693	450
4694	710	4694	710
4695	450	4695	450
4696	5050	4696	5050
4697	930	4697	930
4698	2770	4698	2770
4699	2000	4699	2000
4700	400	4700	400
4701	870	4701	870
4702	680	4702	680
4703	950	4703	950
4704	1000	4704	1000
4705	950	4705	950
4706	1090	4706	1090
4707	630	4707	630
4708	750	4708	750
4709	3180	4709	3180
4710	980	4710	980
4711	960	4711	960
4712	1090	4712	1090
4713	440	4713	440
4714	460	4714	460
4715	480	4715	480
4716	610	4716	610
4717	760	4717	760
4718	550	4718	550
4719	360	4719	360
4720	470	4720	470
4721	680	4721	680
4722	540	4722	540
4723	540	4723	540
4724	720	4724	720
4725	350	4725	350
4726	560	4726	560
4727	440	4727	440
4728	470	4728	470
4729	390	4729	390
4730	570	4730	570
4731	610	4731	610
4732	800	4732	800
4733	700	4733	700
4734	360	4734	360
4735	690	4735	690
4736	440	4736	440
4737	640	4737	640
4738	540	4738	540
4739	690	4739	690
4740	2290	4740	2290
4741	480	4741	480
4742	590	4742	590
4743	590	4743	590
4744	510	4744	510
4745	540	4745	540
4746	700	4746	700
4747	740	4747	740
4748	610	4748	610
4749	350	4749	350
4750	680	4750	680
4751	510	4751	510
4752	770	4752	770
4753	440	4753	440
4754	640	4754	640
4755	570	4755	570
4756	1760	4756	1760
4757	670	4757	670
4758	460	4758	460
4759	600	4759	600
4760	490	4760	490
4761	660	4761	660
4762	770	4762	770
4763	620	4763	620
4764	570	4764	570
4765	830	4765	830
4766	610	4766	610
4767	270	4767	270
4768	670	4768	670
4769	1940	4769	1940
4770	400	4770	400
4771	420	4771	420
4772	500	4772	500
4773	340	4773	340
4774	660	4774	660
4775	780	4775	780
4776	690	4776	690
4777	490	4777	490
4778	610	4778	610
4779	550	4779	550
4780	640	4780	640
4781	600	4781	600
4782	430	4782	430
4783	620	4783	620
4784	610	4784	610
4785	330	4785	330
4786	530	4786	530
4787	650	4787	650
4788	480	4788	480
4789	460	4789	460
4790	480	4790	480
4791	520	4791	520
4792	620	4792	620
4793	640	4793	640
4794	570	4794	570
4795	360	4795	360
4796	500	4796	500
4797	550	4797	550
4798	580	4798	580
4799	380	4799	380
4800	380	4800	380
4801	620	4801	620
4802	520	4802	520
4803	620	4803	620
4804	510	4804	510
4805	480	4805	480
4806	370	4806	370
4807	680	4807	680
4808	510	4808	510
4809	730	4809	730
4810	570	4810	570
4811	400	4811	400
4812	1860	4812	1860
4813	670	4813	670
4814	640	4814	640
4815	480	4815	480
4816	370	4816	370
4817	400	4817	400
4818	410	4818	410
4819	480	4819	480
4820	520	4820	520
4821	540	4821	540
4822	390	4822	390
4823	580	4823	580
4824	510	4824	510
4825	400	4825	400
4826	470	4826	470
4827	330	4827	330
4828	500	4828	500
4829	570	4829	570
4830	350	4830	350
4831	550	4831	550
4832	390	4832	390
4833	430	4833	430
4834	420	4834	420
4835	420	4835	420
4836	380	4836	380
4837	380	4837	380
4838	360	4838	360
4839	550	4839	550
4840	2660	4840	2660
4841	370	4841	370
4842	380	4842	380
4843	440	4843	440
4844	380	4844	380
4845	820	4845	820
4846	460	4846	460
4847	680	4847	680
4848	390	4848	390
4849	690	4849	690
4850	380	4850	380
4851	560	4851	560
4852	490	4852	490
4853	440	4853	440
4854	440	4854	440
4855	460	4855	460
4856	680	4856	680
4857	520	4857	520
4858	520	4858	520
4859	420	4859	420
4860	490	4860	490
4861	4040	4861	4040
4862	400	4862	400
4863	570	4863	570
4864	490	4864	490
4865	200	4865	200
4866	430	4866	430
4867	420	4867	420
4868	600	4868	600
4869	390	4869	390
4870	480	4870	480
4871	540	4871	540
4872	460	4872	460
4873	540	4873	540
4874	580	4874	580
4875	440	4875	440
4876	500	4876	500
4877	510	4877	510
4878	710	4878	710
4879	460	4879	460
4880	470	4880	470
4881	480	4881	480
4882	670	4882	670
4883	410	4883	410
4884	4160	4884	4160
4885	510	4885	510
4886	430	4886	430
4887	920	4887	920
4888	470	4888	470
4889	560	4889	560
4890	520	4890	520
4891	350	4891	350
4892	340	4892	340
4893	540	4893	540
4894	370	4894	370
4895	490	4895	490
4896	450	4896	450
4897	460	4897	460
4898	560	4898	560
4899	320	4899	320
4900	280	4900	280
4901	260	4901	260
4902	490	4902	490
4903	520	4903	520
4904	340	4904	340
4905	390	4905	390
4906	310	4906	310
4907	400	4907	400
4908	670	4908	670
4909	400	4909	400
4910	650	4910	650
4911	430	4911	430
4912	620	4912	620
4913	410	4913	410
4914	490	4914	490
4915	340	4915	340
4916	410	4916	410
4917	600	4917	600
4918	580	4918	580
4919	420	4919	420
4920	590	4920	590
4921	340	4921	340
4922	640	4922	640
4923	410	4923	410
4924	670	4924	670
4925	430	4925	430
4926	390	4926	390
4927	600	4927	600
4928	690	4928	690
4929	540	4929	540
4930	480	4930	480
4931	490	4931	490
4932	540	4932	540
4933	350	4933	350
4934	560	4934	560
4935	470	4935	470
4936	320	4936	320
4937	490	4937	490
4938	570	4938	570
4939	520	4939	520
4940	580	4940	580
4941	480	4941	480
4942	440	4942	440
4943	670	4943	670
4944	350	4944	350
4945	620	4945	620
4946	570	4946	570
4947	440	4947	440
4948	390	4948	390
4949	670	4949	670
4950	470	4950	470
4951	610	4951	610
4952	650	4952	650
4953	510	4953	510
4954	740	4954	740
4955	460	4955	460
4956	580	4956	580
4957	400	4957	400
4958	760	4958	760
4959	490	4959	490
4960	500	4960	500
4961	490	4961	490
4962	440	4962	440
4963	630	4963	630
4964	240	4964	240
4965	680	4965	680
4966	390	4966	390
4967	290	4967	290
4968	590	4968	590
4969	520	4969	520
4970	500	4970	500
4971	320	4971	320
4972	610	4972	610
4973	440	4973	440
4974	390	4974	390
4975	470	4975	470
4976	350	4976	350
4977	750	4977	750
4978	400	4978	400
4979	390	4979	390
4980	620	4980	620
4981	490	4981	490
4982	470	4982	470
4983	410	4983	410
4984	310	4984	310
4985	410	4985	410
4986	330	4986	330
4987	640	4987	640
4988	290	4988	290
4989	350	4989	350
4990	530	4990	530
4991	370	4991	370
4992	500	4992	500
4993	420	4993	420
4994	460	4994	460
4995	410	4995	410
4996	350	4996	350
4997	450	4997	450
4998	370	4998	370
4999	560	4999	560
5000	350	5000	350
5001	690	5001	690
5002	200	5002	200
5003	450	5003	450
5004	550	5004	550
5005	270	5005	270
5006	520	5006	520
5007	410	5007	410
5008	450	5008	450
5009	420	5009	420
5010	310	5010	310
5011	720	5011	720
5012	330	5012	330
5013	460	5013	460
5014	530	5014	530
5015	270	5015	270
5016	360	5016	360
5017	430	5017	430
5018	350	5018	350
5019	680	5019	680
5020	390	5020	390
5021	1050	5021	1050
5022	600	5022	600
5023	500	5023	500
5024	580	5024	580
5025	430	5025	430
5026	450	5026	450
5027	480	5027	480
5028	450	5028	450
5029	340	5029	340
5030	800	5030	800
5031	530	5031	530
5032	580	5032	580
5033	480	5033	480
5034	670	5034	670
5035	600	5035	600
5036	380	5036	380
5037	580	5037	580
5038	680	5038	680
5039	360	5039	360
5040	430	5040	430
5041	530	5041	530
5042	560	5042	560
5043	730	5043	730
5044	270	5044	270
5045	840	5045	840
5046	410	5046	410
5047	330	5047	330
5048	490	5048	490
5049	380	5049	380
5050	550	5050	550
5051	390	5051	390
5052	680	5052	680
5053	430	5053	430
5054	690	5054	690
5055	510	5055	510
5056	520	5056	520
5057	670	5057	670
5058	640	5058	640
5059	510	5059	510
5060	1050	5060	1050
5061	350	5061	350
5062	730	5062	730
5063	580	5063	580
5064	530	5064	530
5065	510	5065	510
5066	940	5066	940
5067	290	5067	290
5068	620	5068	620
5069	620	5069	620
5070	410	5070	410
5071	920	5071	920
5072	600	5072	600
5073	760	5073	760
5074	800	5074	800
5075	290	5075	290
5076	300	5076	300
5077	410	5077	410
5078	420	5078	420
5079	340	5079	340
5080	330	5080	330
5081	580	5081	580
5082	390	5082	390
5083	430	5083	430
5084	350	5084	350
5085	490	5085	490
5086	520	5086	520
5087	390	5087	390
5088	480	5088	480
5089	400	5089	400
5090	300	5090	300
5091	380	5091	380
5092	320	5092	320
5093	280	5093	280
5094	360	5094	360
5095	400	5095	400
5096	420	5096	420
5097	500	5097	500
5098	410	5098	410
5099	300	5099	300
5100	420	5100	420
5101	510	5101	510
5102	460	5102	460
5103	390	5103	390
5104	460	5104	460
5105	520	5105	520
5106	450	5106	450
5107	530	5107	530
5108	470	5108	470
5109	360	5109	360
5110	390	5110	390
5111	370	5111	370
5112	680	5112	680
5113	640	5113	640
5114	420	5114	420
5115	500	5115	500
5116	360	5116	360
5117	260	5117	260
5118	350	5118	350
5119	740	5119	740
5120	450	5120	450
5121	430	5121	430
5122	330	5122	330
5123	580	5123	580
5124	420	5124	420
5125	620	5125	620
5126	640	5126	640
5127	420	5127	420
5128	450	5128	450
5129	490	5129	490
5130	490	5130	490
5131	310	5131	310
5132	520	5132	520
5133	360	5133	360
5134	360	5134	360
5135	320	5135	320
5136	620	5136	620
5137	660	5137	660
5138	290	5138	290
5139	390	5139	390
5140	370	5140	370
5141	490	5141	490
5142	420	5142	420
5143	770	5143	770
5144	370	5144	370
5145	480	5145	480
5146	350	5146	350
5147	410	5147	410
5148	500	5148	500
5149	400	5149	400
5150	590	5150	590
5151	230	5151	230
5152	310	5152	310
5153	450	5153	450
5154	370	5154	370
5155	240	5155	240
5156	460	5156	460
5157	370	5157	370
5158	360	5158	360
5159	190	5159	190
5160	390	5160	390
5161	410	5161	410
5162	430	5162	430
5163	300	5163	300
5164	390	5164	390
5165	430	5165	430
5166	350	5166	350
5167	320	5167	320
5168	410	5168	410
5169	380	5169	380
5170	550	5170	550
5171	430	5171	430
5172	370	5172	370
5173	570	5173	570
5174	390	5174	390
5175	340	5175	340
5176	430	5176	430
5177	430	5177	430
5178	430	5178	430
5179	400	5179	400
5180	430	5180	430
5181	460	5181	460
5182	360	5182	360
5183	450	5183	450
5184	410	5184	410
5185	370	5185	370
5186	520	5186	520
5187	320	5187	320
5188	460	5188	460
5189	390	5189	390
5190	420	5190	420
5191	560	5191	560
5192	330	5192	330
5193	470	5193	470
5194	350	5194	350
5195	300	5195	300
5196	340	5196	340
5197	270	5197	270
5198	430	5198	430
5199	550	5199	550
5200	490	5200	490
5201	460	5201	460
5202	340	5202	340
5203	400	5203	400
5204	370	5204	370
5205	450	5205	450
5206	460	5206	460
5207	350	5207	350
5208	460	5208	460
5209	460	5209	460
5210	270	5210	270
5211	380	5211	380
5212	460	5212	460
5213	220	5213	220
5214	380	5214	380
5215	370	5215	370
5216	350	5216	350
5217	250	5217	250
5218	440	5218	440
5219	380	5219	380
5220	400	5220	400
5221	440	5221	440
5222	370	5222	370
5223	420	5223	420
5224	180	5224	180
5225	360	5225	360
5226	530	5226	530
5227	520	5227	520
5228	460	5228	460
5229	330	5229	330
5230	500	5230	500
5231	370	5231	370
5232	310	5232	310
5233	420	5233	420
5234	250	5234	250
5235	270	5235	270
5236	720	5236	720
5237	240	5237	240
5238	250	5238	250
5239	340	5239	340
5240	370	5240	370
5241	260	5241	260
5242	350	5242	350
5243	380	5243	380
5244	310	5244	310
5245	240	5245	240
5246	310	5246	310
5247	300	5247	300
5248	340	5248	340
5249	530	5249	530
5250	360	5250	360
5251	190	5251	190
5252	410	5252	410
5253	550	5253	550
5254	300	5254	300
5255	420	5255	420
5256	470	5256	470
5257	300	5257	300
5258	310	5258	310
5259	310	5259	310
5260	480	5260	480
5261	530	5261	530
5262	320	5262	320
5263	480	5263	480
5264	370	5264	370
5265	410	5265	410
5266	330	5266	330
5267	420	5267	420
5268	400	5268	400
5269	320	5269	320
5270	310	5270	310
5271	420	5271	420
5272	400	5272	400
5273	330	5273	330
5274	360	5274	360
5275	280	5275	280
5276	280	5276	280
5277	370	5277	370
5278	410	5278	410
5279	440	5279	440
5280	380	5280	380
5281	400	5281	400
5282	500	5282	500
5283	440	5283	440
5284	200	5284	200
5285	430	5285	430
5286	320	5286	320
5287	360	5287	360
5288	370	5288	370
5289	460	5289	460
5290	450	5290	450
5291	520	5291	520
5292	510	5292	510
5293	340	5293	340
5294	520	5294	520
5295	410	5295	410
5296	390	5296	390
5297	340	5297	340
5298	490	5298	490
5299	480	5299	480
5300	350	5300	350
5301	360	5301	360
5302	410	5302	410
5303	460	5303	460
5304	370	5304	370
5305	340	5305	340
5306	600	5306	600
5307	670	5307	670
5308	390	5308	390
5309	420	5309	420
5310	470	5310	470
5311	430	5311	430
5312	520	5312	520
5313	420	5313	420
5314	390	5314	390
5315	360	5315	360
5316	360	5316	360
5317	520	5317	520
5318	440	5318	440
5319	390	5319	390
5320	360	5320	360
5321	360	5321	360
5322	420	5322	420
5323	440	5323	440
5324	420	5324	420
5325	400	5325	400
5326	320	5326	320
5327	410	5327	410
5328	410	5328	410
5329	400	5329	400
5330	440	5330	440
5331	360	5331	360
5332	360	5332	360
5333	430	5333	430
5334	480	5334	480
5335	1350	5335	1350
5336	430	5336	430
5337	340	5337	340
5338	430	5338	430
5339	430	5339	430
5340	330	5340	330
5341	440	5341	440
5342	470	5342	470
5343	440	5343	440
5344	460	5344	460
5345	480	5345	480
5346	480	5346	480
5347	420	5347	420
5348	590	5348	590
5349	360	5349	360
5350	460	5350	460
5351	520	5351	520
5352	470	5352	470
5353	440	5353	440
5354	390	5354	390
5355	360	5355	360
5356	420	5356	420
5357	280	5357	280
5358	240	5358	240
5359	290	5359	290
5360	220	5360	220
5361	370	5361	370
5362	420	5362	420
5363	360	5363	360
5364	430	5364	430
5365	330	5365	330
5366	360	5366	360
5367	380	5367	380
5368	350	5368	350
5369	280	5369	280
5370	200	5370	200
5371	390	5371	390
5372	360	5372	360
5373	400	5373	400
5374	360	5374	360
5375	570	5375	570
5376	440	5376	440
5377	330	5377	330
5378	300	5378	300
5379	400	5379	400
5380	250	5380	250
5381	270	5381	270
5382	400	5382	400
5383	550	5383	550
5384	320	5384	320
5385	460	5385	460
5386	340	5386	340
5387	300	5387	300
5388	300	5388	300
5389	550	5389	550
5390	400	5390	400
5391	450	5391	450
5392	300	5392	300
5393	360	5393	360
5394	340	5394	340
5395	350	5395	350
5396	340	5396	340
5397	330	5397	330
5398	330	5398	330
5399	430	5399	430
5400	350	5400	350
5401	350	5401	350
5402	260	5402	260
5403	540	5403	540
5404	330	5404	330
5405	270	5405	270
5406	320	5406	320
5407	450	5407	450
5408	510	5408	510
5409	390	5409	390
5410	310	5410	310
5411	370	5411	370
5412	420	5412	420
5413	310	5413	310
5414	400	5414	400
5415	490	5415	490
5416	280	5416	280
5417	450	5417	450
5418	400	5418	400
5419	350	5419	350
5420	380	5420	380
5421	290	5421	290
5422	510	5422	510
5423	240	5423	240
5424	280	5424	280
5425	470	5425	470
5426	420	5426	420
5427	310	5427	310
5428	330	5428	330
5429	260	5429	260
5430	370	5430	370
5431	420	5431	420
5432	330	5432	330
5433	290	5433	290
5434	400	5434	400
5435	370	5435	370
5436	300	5436	300
5437	280	5437	280
5438	410	5438	410
5439	350	5439	350
5440	410	5440	410
5441	400	5441	400
5442	470	5442	470
5443	330	5443	330
5444	210	5444	210
5445	240	5445	240
5446	370	5446	370
5447	380	5447	380
5448	340	5448	340
5449	370	5449	370
5450	440	5450	440
5451	330	5451	330
5452	340	5452	340
5453	160	5453	160
5454	470	5454	470
5455	280	5455	280
5456	200	5456	200
5457	240	5457	240
5458	550	5458	550
5459	380	5459	380
5460	400	5460	400
5461	290	5461	290
5462	360	5462	360
5463	460	5463	460
5464	370	5464	370
5465	390	5465	390
5466	530	5466	530
5467	180	5467	180
5468	280	5468	280
5469	460	5469	460
5470	460	5470	460
5471	400	5471	400
5472	510	5472	510
5473	480	5473	480
5474	390	5474	390
5475	350	5475	350
5476	470	5476	470
5477	300	5477	300
5478	280	5478	280
5479	940	5479	940
5480	310	5480	310
5481	530	5481	530
5482	360	5482	360
5483	490	5483	490
5484	330	5484	330
5485	190	5485	190
5486	340	5486	340
5487	320	5487	320
5488	270	5488	270
5489	340	5489	340
5490	440	5490	440
5491	390	5491	390
5492	460	5492	460
5493	300	5493	300
5494	480	5494	480
5495	420	5495	420
5496	440	5496	440
5497	350	5497	350
5498	190	5498	190
5499	280	5499	280
5500	320	5500	320
