step    Monochromator-step  cps
1.000	3900.000	1830.000
2.000	3900.200	1730.000
3.000	3900.400	1830.000
4.000	3900.600	1730.000
5.000	3900.800	2020.000
6.000	3901.000	2020.000
7.000	3901.200	2260.000
8.000	3901.400	1990.000
9.000	3901.600	1840.000
10.000	3901.800	2140.000
11.000	3902.000	2160.000
12.000	3902.200	2140.000
13.000	3902.400	2110.000
14.000	3902.600	2320.000
15.000	3902.800	1940.000
16.000	3903.000	1660.000
17.000	3903.200	2070.000
18.000	3903.400	2060.000
19.000	3903.600	1860.000
20.000	3903.800	1900.000
21.000	3904.000	1720.000
22.000	3904.200	2020.000
23.000	3904.400	1970.000
24.000	3904.600	1720.000
25.000	3904.800	1580.000
26.000	3905.000	2040.000
27.000	3905.200	1800.000
28.000	3905.400	1600.000
29.000	3905.600	1950.000
30.000	3905.800	2140.000
31.000	3906.000	1650.000
32.000	3906.200	1820.000
33.000	3906.400	1900.000
34.000	3906.600	1880.000
35.000	3906.800	2000.000
36.000	3907.000	1880.000
37.000	3907.200	1570.000
38.000	3907.400	1940.000
39.000	3907.600	2030.000
40.000	3907.800	1750.000
41.000	3908.000	1670.000
42.000	3908.200	1940.000
43.000	3908.400	2070.000
44.000	3908.600	2310.000
45.000	3908.800	2040.000
46.000	3909.000	1780.000
47.000	3909.200	1580.000
48.000	3909.400	1700.000
49.000	3909.600	2150.000
50.000	3909.800	2130.000
51.000	3910.000	1940.000
52.000	3910.200	2150.000
53.000	3910.400	1770.000
54.000	3910.600	1730.000
55.000	3910.800	1570.000
56.000	3911.000	1640.000
57.000	3911.200	1930.000
58.000	3911.400	1940.000
59.000	3911.600	2130.000
60.000	3911.800	1990.000
61.000	3912.000	1920.000
62.000	3912.200	1540.000
63.000	3912.400	1890.000
64.000	3912.600	1830.000
65.000	3912.800	1550.000
66.000	3913.000	1650.000
67.000	3913.200	1810.000
68.000	3913.400	1450.000
69.000	3913.600	1990.000
70.000	3913.800	1810.000
71.000	3914.000	1730.000
72.000	3914.200	1950.000
73.000	3914.400	1800.000
74.000	3914.600	1960.000
75.000	3914.800	1740.000
76.000	3915.000	1850.000
77.000	3915.200	1610.000
78.000	3915.400	1530.000
79.000	3915.600	1730.000
80.000	3915.800	1870.000
81.000	3916.000	1530.000
82.000	3916.200	1810.000
83.000	3916.400	1970.000
84.000	3916.600	1930.000
85.000	3916.800	1870.000
86.000	3917.000	1750.000
87.000	3917.200	1670.000
88.000	3917.400	2140.000
89.000	3917.600	2450.000
90.000	3917.800	2630.000
91.000	3918.000	2570.000
92.000	3918.200	2400.000
93.000	3918.400	2100.000
94.000	3918.600	1630.000
95.000	3918.800	1880.000
96.000	3919.000	1720.000
97.000	3919.200	1710.000
98.000	3919.400	1510.000
99.000	3919.600	1850.000
100.000	3919.800	1900.000
101.000	3920.000	1740.000
102.000	3920.200	1830.000
103.000	3920.400	1840.000
104.000	3920.600	1870.000
105.000	3920.800	1470.000
106.000	3921.000	1840.000
107.000	3921.200	1980.000
108.000	3921.400	1810.000
109.000	3921.600	1900.000
110.000	3921.800	1630.000
111.000	3922.000	1580.000
112.000	3922.200	1740.000
113.000	3922.400	1800.000
114.000	3922.600	1530.000
115.000	3922.800	1780.000
116.000	3923.000	1840.000
117.000	3923.200	2070.000
118.000	3923.400	1900.000
119.000	3923.600	1920.000
120.000	3923.800	2360.000
121.000	3924.000	2090.000
122.000	3924.200	1880.000
123.000	3924.400	1530.000
124.000	3924.600	1750.000
125.000	3924.800	2150.000
126.000	3925.000	1830.000
127.000	3925.200	2090.000
128.000	3925.400	1950.000
129.000	3925.600	2030.000
130.000	3925.800	1720.000
131.000	3926.000	2010.000
132.000	3926.200	2450.000
133.000	3926.400	4310.000
134.000	3926.600	4630.000
135.000	3926.800	4070.000
136.000	3927.000	2110.000
137.000	3927.200	1860.000
138.000	3927.400	1810.000
139.000	3927.600	1710.000
140.000	3927.800	2140.000
141.000	3928.000	2170.000
142.000	3928.200	1840.000
143.000	3928.400	2020.000
144.000	3928.600	2220.000
145.000	3928.800	1860.000
146.000	3929.000	1500.000
147.000	3929.200	1620.000
148.000	3929.400	1690.000
149.000	3929.600	1460.000
150.000	3929.800	1500.000
151.000	3930.000	1580.000
152.000	3930.200	1950.000
153.000	3930.400	1910.000
154.000	3930.600	2990.000
155.000	3930.800	2800.000
156.000	3931.000	2440.000
157.000	3931.200	1900.000
158.000	3931.400	1830.000
159.000	3931.600	1800.000
160.000	3931.800	1640.000
161.000	3932.000	1690.000
162.000	3932.200	1770.000
163.000	3932.400	1810.000
164.000	3932.600	1700.000
165.000	3932.800	1470.000
166.000	3933.000	1760.000
167.000	3933.200	1850.000
168.000	3933.400	1990.000
169.000	3933.600	2610.000
170.000	3933.800	3330.000
171.000	3934.000	2420.000
172.000	3934.200	1960.000
173.000	3934.400	2400.000
174.000	3934.600	2700.000
175.000	3934.800	2550.000
176.000	3935.000	2010.000
177.000	3935.200	1710.000
178.000	3935.400	2230.000
179.000	3935.600	2970.000
180.000	3935.800	3120.000
181.000	3936.000	2490.000
182.000	3936.200	1530.000
183.000	3936.400	1840.000
184.000	3936.600	2320.000
185.000	3936.800	2410.000
186.000	3937.000	2510.000
187.000	3937.200	1740.000
188.000	3937.400	1450.000
189.000	3937.600	1680.000
190.000	3937.800	2200.000
191.000	3938.000	2590.000
192.000	3938.200	2250.000
193.000	3938.400	2260.000
194.000	3938.600	1810.000
195.000	3938.800	1790.000
196.000	3939.000	2650.000
197.000	3939.200	2370.000
198.000	3939.400	2610.000
199.000	3939.600	2440.000
200.000	3939.800	3200.000
201.000	3940.000	2690.000
202.000	3940.200	2430.000
203.000	3940.400	2470.000
204.000	3940.600	2390.000
205.000	3940.800	1690.000
206.000	3941.000	1480.000
207.000	3941.200	2090.000
208.000	3941.400	2250.000
209.000	3941.600	2700.000
210.000	3941.800	2330.000
211.000	3942.000	1440.000
212.000	3942.200	1720.000
213.000	3942.400	2560.000
214.000	3942.600	4260.000
215.000	3942.800	3990.000
216.000	3943.000	2660.000
217.000	3943.200	1850.000
218.000	3943.400	2170.000
219.000	3943.600	2900.000
220.000	3943.800	2710.000
221.000	3944.000	1970.000
222.000	3944.200	1790.000
223.000	3944.400	1550.000
224.000	3944.600	1580.000
225.000	3944.800	1580.000
226.000	3945.000	1800.000
227.000	3945.200	1980.000
