V,I
0.01,1.8858
0.1,1.6739
0.251,1.3395
0.373,1.08933
0.501,0.85094
0.641,0.62112
0.685,0.55464
0.809,0.38585
0.883,0.29539
0.977,0.19393
1.017,0.15464
1.09,0.09222
1.15,0.0492
1.182,0.0293
1.199,0.02026
1.222,0.00809
1.23,0.00421
1.239,0.00044
1.254,-0.00612
1.275,-0.01452
1.292,-0.0208
1.322,-0.03064
1.358,-0.03992
1.465,-0.05576
1.619,-0.06086
2.021,-0.06283
